filename,class_label,source_type,edit_type,base_image,notes
dataset/fake/synthetic_fake_0095.jpg,fake,synthetic_certificate_edit,seal_shift+date_change,dataset/real/synthetic_real_0095.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0096.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0096.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0097.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0097.jpg,fake,synthetic_certificate_edit,serial_change+name_change+body_text_change,dataset/real/synthetic_real_0097.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0098.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0098.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0099.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0099.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0099.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0100.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0100.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0101.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0101.jpg,fake,synthetic_certificate_edit,location_change+award_text_change,dataset/real/synthetic_real_0101.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0102.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0102.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0103.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0103.jpg,fake,synthetic_certificate_edit,date_change+signature_change,dataset/real/synthetic_real_0103.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0104.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0104.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0105.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0105.jpg,fake,synthetic_certificate_edit,name_change+issuer_change,dataset/real/synthetic_real_0105.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0106.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0106.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0107.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0107.jpg,fake,synthetic_certificate_edit,seal_shift+date_change+name_change,dataset/real/synthetic_real_0107.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0108.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0108.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0109.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0109.jpg,fake,synthetic_certificate_edit,body_text_change,dataset/real/synthetic_real_0109.jpg,Generated by locally editing a synthetic base certificate.
dataset/real/synthetic_real_0110.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
dataset/fake/synthetic_fake_0110.jpg,fake,synthetic_certificate_forged,fully_forged,,Generated as a completely forged certificate with subtle inconsistencies.
dataset/real/synthetic_real_0111.jpg,real,synthetic_certificate,none,,Generated privacy-safe certificate image.
